序号,点位ID,点位名称 (中文),英文名称 (English),所属国家,地理位置 / 省市,经度 (Lng),纬度 (Lat),景观分类,点位意境与人文描述,核心特色标签,推荐BPM,音乐调式/律动,核心配器音色,自然声场采样,AI音乐生成提示词 (中文关键词),AI Music Prompt (English),Midjourney视觉提示词 (Visual Prompt),对照音乐曲名,音乐创作者/艺术家,音乐匹配类型,对应的音乐文件
101,taishan,山东泰山 · 封禅极顶与日出东方,Mount Tai,中国,中国 · 山东泰安,117.106,36.255,名山胜岳 / 巍峨雪峰,五岳之首，天下第一山。登泰山而小天下，十八盘陡峭入云，玉皇顶云海日出染红万重山峰，承载着中华民族的精神图腾。,国家5A级景区、世界文化与自然双遗产、五岳独尊、十八盘、泰山日出,70,齐鲁大岳调 · 岱宗气象,大鼓泛音 · 编磬 · 朝阳长风,山间清风 / 微风拂过,泰山极顶日出壮阔乐章、东方古风、日出云海、恢弘沉稳、BPM 70、齐鲁大岳调 · 岱宗气象、山间清风 / 微风拂过、高清无损立体声,"cinematic ambient, grand mountain landscape, epic yet calm, airy bamboo flute, handpan, strings, ethereal atmosphere, instrumental, no vocals, 70 BPM, soft breeze, mountain wind ambience, pristine spatial reverb, emotional, cinematic travel vlog background music","Cinematic photography of Mount Tai (山东泰山 · 封禅极顶与日出东方), 中国 · 山东泰安, breathtaking view, 国家5A级景区, 世界文化与自然双遗产, 五岳独尊, 十八盘, 泰山日出, golden hour lighting, atmospheric perspective, 8k resolution, photorealistic, masterpiece, depth of field",珠穆朗玛峰 · 世界之巅,GeoMelody AI · 中国,分类意境伴奏,suno_020_everest.mp3
102,gulangyu,厦门鼓浪屿 · 日光岩与琴岛海韵,Gulangyu Island,中国,中国 · 福建厦门,118.0674,24.4485,海滨海岛 / 蔚蓝海域,海上花园，音乐之岛。日光岩顶俯瞰万国建筑红瓦绿树，菽庄花园听海浪拍击礁石，转角小巷里传来悠扬的钢琴与海风声。,国家5A级景区、世界文化遗产、钢琴之岛、日光岩、万国建筑,72,海滨大调 · 琴岛浪漫,钢琴 · 尤克里里 · 碧浪拍岸 · 海鸥啼鸣,环境声场,鼓浪屿海岛钢琴曲，海浪拍岸，海风拂面，轻快治愈，夏日浪漫、BPM 72、海滨大调 · 琴岛浪漫、环境声场、高清无损立体声,"tropical chillout, acoustic guitar, smooth piano, ukulele, ocean wave ambient, peaceful seaside sunset, warm breeze, instrumental, no vocals, 72 BPM, natural ambient soundscape, pristine spatial reverb, emotional, cinematic travel vlog background music","Cinematic photography of Gulangyu Island (厦门鼓浪屿 · 日光岩与琴岛海韵), 中国 · 福建厦门, breathtaking view, 国家5A级景区, 世界文化遗产, 钢琴之岛, 日光岩, 万国建筑, golden hour lighting, atmospheric perspective, 8k resolution, photorealistic, masterpiece, depth of field",稻城亚丁 · 仙乃日三神山,GeoMelody AI · 中国,分类意境伴奏,suno_017_yading.mp3
103,guilin,桂林漓江 · 象鼻山与二十元人民币胜景,Guilin Li River & Elephant Trunk Hill,中国,中国 · 广西桂林,110.298,25.2685,宁静湖泊 / 高原圣湖,桂林山水甲天下，阳朔堪称甲桂林。水绕青山山绕水，烟雨漓江之上，竹筏轻泛，渔舟唱晚，宛若行进在百里水墨画卷之中。,国家5A级景区、世界自然遗产、象鼻山、二十元背景图、漓江竹筏,66,五声羽调 · 漓江水韵,竹笛 · 芦笙 · 渔舟橹声 · 漓江清波,烟雨滴檐 / 细雨淅淅,桂林山水漓江竹筏水墨古风纯乐、竹笛与古筝、烟雨江南、水波荡漾、BPM 66、五声羽调 · 漓江水韵、烟雨滴檐 / 细雨淅淅、高清无损立体声,"crystal clear piano, ambient reverb pads, tranquil lake reflection, gentle acoustic strings, deep relaxation, 432hz, instrumental, no vocals, 66 BPM, gentle rain ambience, raindrops on roof, pristine spatial reverb, emotional, cinematic travel vlog background music","Cinematic photography of Guilin Li River & Elephant Trunk Hill (桂林漓江 · 象鼻山与二十元人民币胜景), 中国 · 广西桂林, breathtaking view, 国家5A级景区, 世界自然遗产, 象鼻山, 二十元背景图, 漓江竹筏, golden hour lighting, atmospheric perspective, 8k resolution, photorealistic, masterpiece, depth of field",普利特维采湖群 · 欧洲十六湖,GeoMelody AI · 克罗地亚,分类意境伴奏,suno_045_plitvice.mp3
104,wudang,湖北武当山 · 天柱峰绝顶金殿,Mount Wudang Golden Summit,中国,中国 · 湖北十堰,111,32.4,名山胜岳 / 巍峨雪峰,亘古无双胜境，天下第一仙山。道教圣地与太极故里，天柱峰顶铜铸鎏金大殿屹立六百年不坏，云海浩瀚，松风悠扬。,国家5A级景区、世界文化遗产、道教圣地、太极发源地、金顶云海,60,道家五声微音 · 太极清虚,古琴 · 埙 · 道观晨钟 · 仙山长风,古刹钟声 / 远山清钟,武当山太极道家仙韵纯乐、古琴独奏、晨钟暮鼓、空灵脱俗、静修养心、BPM 60、道家五声微音 · 太极清虚、古刹钟声 / 远山清钟、高清无损立体声,"cinematic ambient, grand mountain landscape, epic yet calm, airy bamboo flute, handpan, strings, ethereal atmosphere, instrumental, no vocals, 60 BPM, distant temple bell toll, meditation chime, pristine spatial reverb, emotional, cinematic travel vlog background music","Cinematic photography of Mount Wudang Golden Summit (湖北武当山 · 天柱峰绝顶金殿), 中国 · 湖北十堰, breathtaking view, 国家5A级景区, 世界文化遗产, 道教圣地, 太极发源地, 金顶云海, golden hour lighting, atmospheric perspective, 8k resolution, photorealistic, masterpiece, depth of field",涠洲岛 · 火山岩鳄鱼山,GeoMelody AI · 中国,分类意境伴奏,suno_025_weizhou.mp3
105,chaka,青海茶卡盐湖 · 天空之镜,Chaka Salt Lake,中国,中国 · 青海海西,99.076,36.6961,宁静湖泊 / 高原圣湖,中国的天空之镜。赤脚漫步在纯白如雪的盐晶湖面，水天一色，白云与雪山倒映在脚下，仿佛行走在天地间的纯净幻境。,国家5A级景区、天空之镜、盐湖小火车、水天一色、大美青海,64,天空之镜调 · 432Hz,清透钢琴 · 氛围合成器 · 高原微风,山间清风 / 微风拂过,茶卡盐湖天空之镜纯净钢琴曲、水天一色、空灵透彻、极简治愈、BPM 64、天空之镜调 · 432Hz、山间清风 / 微风拂过、高清无损立体声,"crystal clear piano, ambient reverb pads, tranquil lake reflection, gentle acoustic strings, deep relaxation, 432hz, instrumental, no vocals, 64 BPM, soft breeze, mountain wind ambience, pristine spatial reverb, emotional, cinematic travel vlog background music","Cinematic photography of Chaka Salt Lake (青海茶卡盐湖 · 天空之镜), 中国 · 青海海西, breathtaking view, 国家5A级景区, 天空之镜, 盐湖小火车, 水天一色, 大美青海, golden hour lighting, atmospheric perspective, 8k resolution, photorealistic, masterpiece, depth of field",普利特维采湖群 · 欧洲十六湖,GeoMelody AI · 克罗地亚,分类意境伴奏,suno_045_plitvice.mp3
106,sayram,新疆赛里木湖 · 大西洋最后一滴眼泪,Sayram Lake,中国,中国 · 新疆博尔塔拉,81.1667,44.6,宁静湖泊 / 高原圣湖,大西洋暖湿气流最后眷顾的高山明珠。湛蓝如宝石的湖水拍击着草甸，远处天山雪峰傲立，初夏时节漫山野花盛放，宛若人间净土。,国家5A级景区、大西洋最后一滴眼泪、高山冷水湖、果子沟大桥、天山明珠,68,西域风雅调 · 纯蓝之境,冬不拉 · 木吉他 · 湖浪拍岸 · 高原清风,环境声场,赛里木湖湛蓝湖水抒情乐章、冬不拉与木吉他、辽阔大美新疆、纯净安详、BPM 68、西域风雅调 · 纯蓝之境、环境声场、高清无损立体声,"crystal clear piano, ambient reverb pads, tranquil lake reflection, gentle acoustic strings, deep relaxation, 432hz, instrumental, no vocals, 68 BPM, natural ambient soundscape, pristine spatial reverb, emotional, cinematic travel vlog background music","Cinematic photography of Sayram Lake (新疆赛里木湖 · 大西洋最后一滴眼泪), 中国 · 新疆博尔塔拉, breathtaking view, 国家5A级景区, 大西洋最后一滴眼泪, 高山冷水湖, 果子沟大桥, 天山明珠, golden hour lighting, atmospheric perspective, 8k resolution, photorealistic, masterpiece, depth of field",普利特维采湖群 · 欧洲十六湖,GeoMelody AI · 克罗地亚,分类意境伴奏,suno_045_plitvice.mp3
107,kanas,新疆喀纳斯 · 神的花园与月亮湾,Kanas Lake & Moon Bay,中国,中国 · 新疆阿勒泰,87.038,48.718,幽深森林 / 自然秘境,阿尔泰山深处的人间仙境。月亮湾如一弯翡翠镶嵌在金色白桦林中，晨雾蒸腾，图瓦人木屋炊烟袅袅，宛若童话世界。,国家5A级景区、国家地质公园、月亮湾、白哈巴村、秋日童话,65,阿尔泰图瓦调 · 晨雾林海,苏尔管 · 马头琴 · 喀纳斯水流声,山间清风 / 微风拂过,喀纳斯秋日森林纯乐、苏尔管与马头琴、图瓦村落、晨雾弥漫、治愈悠扬、BPM 65、阿尔泰图瓦调 · 晨雾林海、山间清风 / 微风拂过、高清无损立体声,"healing nature ambient, acoustic guitar fingerstyle, bird song, wind chimes, lush green forest, zen meditation, instrumental, no vocals, 65 BPM, soft breeze, mountain wind ambience, pristine spatial reverb, emotional, cinematic travel vlog background music","Cinematic photography of Kanas Lake & Moon Bay (新疆喀纳斯 · 神的花园与月亮湾), 中国 · 新疆阿勒泰, breathtaking view, 国家5A级景区, 国家地质公园, 月亮湾, 白哈巴村, 秋日童话, golden hour lighting, atmospheric perspective, 8k resolution, photorealistic, masterpiece, depth of field",九寨沟 · 五彩童话森林,GeoMelody AI · 中国,分类意境伴奏,suno_039_jiuzhaigou.mp3
108,zhangye,甘肃张掖七彩丹霞 · 上帝打翻的调色盘,Zhangye Rainbow Danxia,中国,中国 · 甘肃张掖,100.1417,38.975,浩瀚大漠 / 丝路遗迹,大自然最浓墨重彩的奇迹。红、黄、橙、绿、白各色岩层在夕阳照耀下层峦叠嶂，如锦绣彩绸披覆在祁连山麓之间。,国家5A级景区、世界地质公园、七彩丹霞、丝绸之路、丹霞奇观,72,丝路古调 · 七彩壮美,琵琶轮指 · 箫 · 戈壁热风,山间清风 / 微风拂过,张掖七彩丹霞丝路古风纯乐、琵琶与大漠长风、壮丽晚霞、色彩斑斓、BPM 72、丝路古调 · 七彩壮美、山间清风 / 微风拂过、高清无损立体声,"silk road world music, oud, duduk, middle eastern hand percussion, desert wind, mysterious, atmospheric journey, instrumental, no vocals, 72 BPM, soft breeze, mountain wind ambience, pristine spatial reverb, emotional, cinematic travel vlog background music","Cinematic photography of Zhangye Rainbow Danxia (甘肃张掖七彩丹霞 · 上帝打翻的调色盘), 中国 · 甘肃张掖, breathtaking view, 国家5A级景区, 世界地质公园, 七彩丹霞, 丝绸之路, 丹霞奇观, golden hour lighting, atmospheric perspective, 8k resolution, photorealistic, masterpiece, depth of field",冈仁波齐 · 万山之祖,GeoMelody AI · 中国,分类意境伴奏,suno_016_kailash.mp3
109,potala,西藏拉萨布达拉宫 · 雪域圣殿,Lhasa Potala Palace,中国,中国 · 西藏拉萨,91.1172,29.6578,名山胜岳 / 巍峨雪峰,世界上海拔最高的古代宫堡建筑群。红白相间的宫殿巍峨耸立在红山之巅，金顶在雪域高原阳光下熠熠生辉，经筒转动，信仰永恒。,国家5A级景区、世界文化遗产、雪域圣殿、拉萨地标、布达拉宫金顶,60,藏地圣乐调 · 432Hz,铜钦法号 · 诵经泛音 · 藏族弦子 · 高原长风,古刹钟声 / 远山清钟,布达拉宫雪域神圣纯音乐、藏族弦子与铜钦、庄严静谧、洗涤心灵、BPM 60、藏地圣乐调 · 432Hz、古刹钟声 / 远山清钟、高清无损立体声,"cinematic ambient, grand mountain landscape, epic yet calm, airy bamboo flute, handpan, strings, ethereal atmosphere, instrumental, no vocals, 60 BPM, distant temple bell toll, meditation chime, pristine spatial reverb, emotional, cinematic travel vlog background music","Cinematic photography of Lhasa Potala Palace (西藏拉萨布达拉宫 · 雪域圣殿), 中国 · 西藏拉萨, breathtaking view, 国家5A级景区, 世界文化遗产, 雪域圣殿, 拉萨地标, 布达拉宫金顶, golden hour lighting, atmospheric perspective, 8k resolution, photorealistic, masterpiece, depth of field",珠穆朗玛峰 · 世界之巅,GeoMelody AI · 中国,分类意境伴奏,suno_020_everest.mp3
110,pudacuo,香格里拉普达措国家公园 · 碧塔海与属都湖,Shangri-La Pudacuo National Park,中国,中国 · 云南迪庆,99.988,27.8285,幽深森林 / 自然秘境,大陆首个国家公园。原始高山针叶林环抱着如镜湖泊，杜鹃花海与水草草甸相映生辉，黑颈鹤与野鸭自在游弋，心中永恒的香格里拉。,国家5A级景区、国家公园、碧塔海、属都湖、香格里拉秘境,65,高原森林调 · 纯净生灵,木吉他 · 藏笛 · 鸟鸣幽谷 · 湖水涟漪,晨曦鸟鸣 / 空山鸟语,香格里拉普达措高山森林纯音、木吉他与清脆鸟鸣、原始森林、纯净治愈、BPM 65、高原森林调 · 纯净生灵、晨曦鸟鸣 / 空山鸟语、高清无损立体声,"healing nature ambient, acoustic guitar fingerstyle, bird song, wind chimes, lush green forest, zen meditation, instrumental, no vocals, 65 BPM, morning bird singing, forest birds chirp, pristine spatial reverb, emotional, cinematic travel vlog background music","Cinematic photography of Shangri-La Pudacuo National Park (香格里拉普达措国家公园 · 碧塔海与属都湖), 中国 · 云南迪庆, breathtaking view, 国家5A级景区, 国家公园, 碧塔海, 属都湖, 香格里拉秘境, golden hour lighting, atmospheric perspective, 8k resolution, photorealistic, masterpiece, depth of field",九寨沟 · 五彩童话森林,GeoMelody AI · 中国,分类意境伴奏,suno_039_jiuzhaigou.mp3
111,wuzhizhou,三亚蜈支洲岛 · 中国马尔代夫,Wuzhizhou Island Sanya,中国,中国 · 海南三亚,109.76,18.315,海滨海岛 / 蔚蓝海域,中国第一潜水胜地。海水清澈透明达27米，情人桥远眺碧海蓝天，热带珊瑚礁鱼群嬉戏穿梭，椰影婆娑，海风沉醉。,国家5A级景区、海岛度假、潜水胜地、情人桥、热带风情,76,热带海岛大调 · 阳光假期,尤克里里 · 钢鼓 · 蔚蓝浪花,环境声场,三亚蜈支洲岛热带阳光海浪音乐、尤克里里与海浪声、清爽快乐、度假放松、BPM 76、热带海岛大调 · 阳光假期、环境声场、高清无损立体声,"tropical chillout, acoustic guitar, smooth piano, ukulele, ocean wave ambient, peaceful seaside sunset, warm breeze, instrumental, no vocals, 76 BPM, natural ambient soundscape, pristine spatial reverb, emotional, cinematic travel vlog background music","Cinematic photography of Wuzhizhou Island Sanya (三亚蜈支洲岛 · 中国马尔代夫), 中国 · 海南三亚, breathtaking view, 国家5A级景区, 海岛度假, 潜水胜地, 情人桥, 热带风情, golden hour lighting, atmospheric perspective, 8k resolution, photorealistic, masterpiece, depth of field",马尔代夫 · 蓝色环礁,GeoMelody AI · 马尔代夫,分类意境伴奏,suno_026_maldives.mp3
112,qiandaohu,浙江千岛湖 · 碧水千岛奇观,Qiandao Lake Thousand Island,中国,中国 · 浙江杭州淳安,119.043,29.606,宁静湖泊 / 高原圣湖,天下第一秀水。1078座翠绿岛屿宛若珍珠散落在碧波万顷的湖面之上，水质清洌见底，游船划破平静水面，画中游历。,国家5A级景区、天下第一秀水、千岛奇观、梅峰揽胜、山水画廊,68,江南秀水调 · 432Hz,古筝 · 竹笛 · 碧波微澜,烟雨滴檐 / 细雨淅淅,千岛湖碧波千岛中国风轻音乐、竹笛与古筝、水清秀美、心旷神怡、BPM 68、江南秀水调 · 432Hz、烟雨滴檐 / 细雨淅淅、高清无损立体声,"crystal clear piano, ambient reverb pads, tranquil lake reflection, gentle acoustic strings, deep relaxation, 432hz, instrumental, no vocals, 68 BPM, gentle rain ambience, raindrops on roof, pristine spatial reverb, emotional, cinematic travel vlog background music","Cinematic photography of Qiandao Lake Thousand Island (浙江千岛湖 · 碧水千岛奇观), 中国 · 浙江杭州淳安, breathtaking view, 国家5A级景区, 天下第一秀水, 千岛奇观, 梅峰揽胜, 山水画廊, golden hour lighting, atmospheric perspective, 8k resolution, photorealistic, masterpiece, depth of field",普利特维采湖群 · 欧洲十六湖,GeoMelody AI · 克罗地亚,分类意境伴奏,suno_045_plitvice.mp3
